Date,Weather_Condition,Dew_Point_C,Humidity(%),Pressure(hPa),Temperature_C,Visibility(km),Wind_Direction(Compass),Rain_Presence
22-Dec-2016,Haze,5.0,17.0,1014.0,24.0,2.0,WNW,0
24-Dec-2016,Smoke,16.0,51.0,1010.0,24.0,0.5,SE,0
25-Dec-2016,Patches of Fog,14.0,87.0,1014.0,15.0,0.5,WNW,0
26-Dec-2016,Smoke,13.0,45.0,1015.0,23.0,2.0,WNW,0
27-Dec-2016,Smoke,11.0,36.0,1016.0,23.0,1.0,NNW,0
28-Dec-2016,Haze,11.0,31.0,1014.0,25.0,2.0,West,0
29-Dec-2016,Smoke,16.0,65.0,1015.0,21.0,1.0,East,0
30-Dec-2016,Mist,14.0,70.0,1016.0,18.0,0.5,ESE,0
31-Dec-2016,Smoke,14.0,66.0,1015.0,18.0,0.5,East,0
01-Jan-2017,Haze,16.0,62.0,1015.0,22.0,2.0,ENE,0
03-Jan-2017,Smoke,16.0,53.0,1016.0,24.0,1.0,West,0
04-Jan-2017,Smoke,14.0,41.0,1014.0,25.0,2.0,ESE,0
05-Jan-2017,Haze,16.0,48.0,1012.0,25.0,2.0,North,0
06-Jan-2017,Haze,16.0,52.0,1010.0,24.0,2.0,ESE,0
07-Jan-2017,Mist,14.0,90.0,1010.0,16.0,1.0,East,0
09-Jan-2017,Smoke,12.0,56.0,1015.0,19.0,1.0,WNW,0
10-Jan-2017,Haze,7.0,40.0,1016.0,17.0,4.0,WNW,0
11-Jan-2017,Haze,8.0,42.0,1016.0,17.0,2.0,West,0
12-Jan-2017,Smoke,8.0,44.0,1015.0,18.0,2.0,NW,0
13-Jan-2017,Haze,7.0,34.0,1016.0,19.0,2.0,WNW,0
14-Jan-2017,Smoke,9.0,41.0,1018.0,19.0,2.0,WNW,0
15-Jan-2017,Smoke,14.0,46.0,1017.0,23.0,1.0,ESE,0
16-Jan-2017,Mist,14.0,67.0,1016.0,19.0,1.0,NW,0
17-Jan-2017,Smoke,10.0,67.0,1017.0,15.0,1.0,NW,0
18-Jan-2017,Smoke,12.0,53.0,1021.0,19.0,1.0,NNW,0
19-Jan-2017,Haze,12.0,44.0,1021.0,21.0,2.0,NW,0
20-Jan-2017,Haze,9.0,38.0,1020.0,20.0,2.0,WNW,0
21-Jan-2017,Smoke,8.0,38.0,1019.0,19.0,1.0,West,0
22-Jan-2017,Haze,15.0,52.0,1019.0,23.0,2.0,NNE,0
23-Jan-2017,Haze,16.0,52.0,1019.0,24.0,2.0,West,0
24-Jan-2017,Smoke,12.0,33.0,1018.0,25.0,2.0,NNE,0
25-Jan-2017,Smoke,15.0,44.0,1017.0,25.0,1.0,East,0
26-Jan-2017,Thunderstorms and Rain,16.0,100.0,1017.0,16.0,0.5,NW,1
27-Jan-2017,Haze,12.0,54.0,1017.0,19.0,2.0,West,0
28-Jan-2017,Smoke,12.0,56.0,1019.0,19.0,1.0,NW,0
29-Jan-2017,Haze,13.0,60.0,1016.0,21.0,2.0,West,0
30-Jan-2017,Haze,12.0,41.0,1014.0,22.0,2.0,West,0
31-Jan-2017,Haze,12.0,38.0,1014.0,23.0,2.0,NW,0
01-Feb-2017,Smoke,10.0,36.0,1016.0,21.0,2.0,NNW,0
03-Feb-2017,Haze,12.0,35.0,1016.0,25.0,2.0,West,0
04-Feb-2017,Smoke,15.0,54.0,1013.0,23.0,1.0,East,0
05-Feb-2017,Smoke,15.0,55.0,1013.0,22.0,1.0,NE,0
06-Feb-2017,Haze,12.0,39.0,1015.0,23.0,2.0,WNW,0
07-Feb-2017,Haze,9.0,33.0,1015.0,21.0,4.0,NW,0
08-Feb-2017,Haze,8.0,26.0,1014.0,24.0,2.0,West,0
09-Feb-2017,Smoke,8.0,30.0,1016.0,22.0,1.0,West,0
10-Feb-2017,Haze,8.0,29.0,1014.0,22.0,2.0,WNW,0
11-Feb-2017,Haze,7.0,24.0,1015.0,23.0,2.0,NW,0
12-Feb-2017,Haze,12.0,34.0,1018.0,25.0,2.0,NNE,0
13-Feb-2017,Haze,11.0,31.0,1020.0,25.0,2.0,West,0
14-Feb-2017,Haze,11.0,31.0,1020.0,24.0,2.0,WNW,0
16-Feb-2017,Haze,10.0,24.0,1016.0,26.0,2.0,West,0
17-Feb-2017,Smoke,16.0,41.0,1015.0,27.0,2.0,WNW,0
18-Feb-2017,Haze,13.0,25.0,1015.0,30.0,2.0,WNW,0
19-Feb-2017,Haze,13.0,24.0,1012.0,30.0,2.0,WNW,0
20-Feb-2017,Haze,14.0,25.0,1004.0,31.0,2.0,West,0
21-Feb-2017,Haze,17.0,53.0,1006.0,25.0,2.0,West,0
22-Feb-2017,Haze,9.0,23.0,1011.0,27.0,2.0,WSW,0
23-Feb-2017,Blowing Sand,1.0,12.0,1014.0,25.0,4.0,NW,0
24-Feb-2017,Blowing Sand,7.0,22.0,1015.0,25.0,2.0,NW,0
26-Feb-2017,Haze,10.0,23.0,1011.0,27.0,2.0,West,0
27-Feb-2017,Haze,10.0,21.0,1014.0,28.0,4.0,NW,0
28-Feb-2017,Haze,11.0,18.0,1013.0,32.0,2.0,NE,0
01-Mar-2017,Haze,12.0,23.0,1011.0,30.0,2.0,ESE,0
02-Mar-2017,Haze,15.0,38.0,1010.0,27.0,2.0,SW,0
03-Mar-2017,Smoke,1.0,10.0,1010.0,27.0,4.0,NW,0
04-Mar-2017,Haze,2.0,11.0,1008.0,26.0,4.0,NNW,0
05-Mar-2017,Haze,5.0,15.0,1009.0,27.0,2.0,NW,0
06-Mar-2017,Haze,6.0,15.0,1009.0,28.0,2.0,West,0
07-Mar-2017,Smoke,8.0,17.0,1007.0,29.0,2.0,NNW,0
08-Mar-2017,Haze,13.0,34.0,1007.0,26.0,4.0,NE,0
09-Mar-2017,Haze,15.0,34.0,1006.0,28.0,2.0,East,0
10-Mar-2017,Haze,15.0,45.0,1004.0,25.0,2.0,SE,0
11-Mar-2017,Haze,12.0,41.0,1009.0,22.0,2.0,NW,0
12-Mar-2017,Haze,9.0,30.0,1014.0,23.0,4.0,West,0
13-Mar-2017,Haze,6.0,21.0,1014.0,24.0,4.0,West,0
14-Mar-2017,Haze,7.0,20.0,1015.0,26.0,2.0,West,0
15-Mar-2017,Haze,7.0,17.0,1014.0,28.0,2.0,WNW,0
16-Mar-2017,Haze,12.0,23.0,1010.0,30.0,2.0,West,0
17-Mar-2017,Haze,13.0,31.0,1009.0,27.0,4.0,WNW,0
18-Mar-2017,Haze,12.0,24.0,1009.0,29.0,2.0,West,0
19-Mar-2017,Haze,15.0,31.0,1010.0,29.0,2.0,North,0
20-Mar-2017,Blowing Sand,12.0,23.0,1011.0,30.0,4.0,NW,0
21-Mar-2017,Blowing Sand,14.0,22.0,1010.0,33.0,2.0,West,0
22-Mar-2017,Blowing Sand,15.0,20.0,1009.0,35.0,4.0,West,0
23-Mar-2017,Haze,16.0,19.0,1007.0,37.0,4.0,SW,0
24-Mar-2017,Haze,14.0,19.0,1008.0,34.0,2.0,NNW,0
25-Mar-2017,Haze,12.0,17.0,1008.0,34.0,4.0,NW,0
26-Mar-2017,Blowing Sand,10.0,13.0,1010.0,35.0,2.0,NW,0
27-Mar-2017,Blowing Sand,16.0,19.0,1008.0,36.0,4.0,NW,0
28-Mar-2017,Blowing Sand,11.0,13.0,1008.0,37.0,4.0,WNW,0
29-Mar-2017,Blowing Sand,13.0,14.0,1006.0,38.0,4.0,NW,0
31-Mar-2017,Haze,14.0,16.0,1006.0,38.0,4.0,West,0
